Year,firstName,lastName,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
19-20,Jeff,Green,PF,33,UTA,30,2,553,75,195,0.385,34,104,0.327,41,91,0.451,0.472,49,63,0.778,14,67,81,20,12,10,27,46,233
19-20,Jeff,Green,C,33,HOU,18,2,407,84,149,0.564,28,79,0.354,56,70,0.8,0.658,24,28,0.857,10,42,52,30,14,9,15,43,220
19-20,Blake,Griffin,PF,30,DET,18,18,512,88,250,0.352,27,111,0.243,61,139,0.439,0.406,76,98,0.776,17,67,84,59,7,7,40,27,279
19-20,Marko,Guduric,SG,24,MEM,44,0,484,62,157,0.395,25,83,0.301,37,74,0.5,0.475,24,26,0.923,14,59,73,45,12,8,36,34,173
19-20,Kyle,Guy,SG,22,SAC,3,0,10,2,5,0.4,0,3,0,2,2,1,0.4,0,0,,0,1,1,1,0,0,0,1,4
19-20,Rui,Hachimura,PF,21,WAS,48,48,1444,254,545,0.466,25,87,0.287,229,458,0.5,0.489,116,140,0.829,78,216,294,87,37,8,53,105,649
19-20,Devon,Hall,PG,24,OKC,11,0,81,6,30,0.2,4,17,0.235,2,13,0.154,0.267,4,8,0.5,2,5,7,13,4,1,5,6,20
19-20,Donta,Hall,C-PF,22,TOT,9,0,133,15,22,0.682,0,0,,15,22,0.682,0.682,9,18,0.5,14,24,38,4,3,6,5,23,39
19-20,Donta,Hall,PF,22,DET,4,0,48,1,4,0.25,0,0,,1,4,0.25,0.25,4,6,0.667,6,9,15,2,1,1,2,9,6
19-20,Donta,Hall,C,22,BRK,5,0,85,14,18,0.778,0,0,,14,18,0.778,0.778,5,12,0.417,8,15,23,2,2,5,3,14,33
19-20,Dusty,Hannahs,SG,26,MEM,2,0,13,4,9,0.444,2,3,0.667,2,6,0.333,0.556,2,2,1,0,1,1,0,0,0,0,1,12
19-20,Tim,Hardaway,SG,27,DAL,71,58,2091,384,884,0.434,204,513,0.398,180,371,0.485,0.55,149,182,0.819,25,207,232,137,41,5,69,125,1121
19-20,James,Harden,SG,30,HOU,68,68,2483,672,1514,0.444,299,843,0.355,373,671,0.556,0.543,692,800,0.865,70,376,446,512,125,60,308,227,2335
19-20,Maurice,Harkless,PF-SF,26,TOT,62,48,1427,142,283,0.502,34,98,0.347,108,185,0.584,0.562,39,66,0.591,55,185,240,68,58,33,53,148,357
19-20,Maurice,Harkless,PF,26,LAC,50,38,1141,112,217,0.516,27,73,0.37,85,144,0.59,0.578,24,42,0.571,47,153,200,48,49,30,46,120,275
19-20,Maurice,Harkless,SF,26,NYK,12,10,286,30,66,0.455,7,25,0.28,23,41,0.561,0.508,15,24,0.625,8,32,40,20,9,3,7,28,82
19-20,Jared,Harper,PG,22,PHO,3,0,8,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,,0,0,0,0,0,0,0,0,2
19-20,Montrezl,Harrell,C,26,LAC,63,2,1749,471,812,0.58,0,18,0,471,794,0.593,0.58,231,351,0.658,163,282,445,107,39,72,108,146,1173
19-20,Gary,Harris,SG,25,DEN,56,55,1780,218,519,0.42,70,210,0.333,148,309,0.479,0.487,75,92,0.815,26,137,163,118,76,14,60,116,581
19-20,Joe,Harris,SF,28,BRK,69,69,2123,381,784,0.486,172,406,0.424,209,378,0.553,0.596,64,89,0.719,64,234,298,144,41,17,104,159,998
19-20,Tobias,Harris,PF,27,PHI,72,72,2469,553,1173,0.471,131,357,0.367,422,816,0.517,0.527,174,216,0.806,69,426,495,227,53,40,104,165,1411
19-20,Shaquille,Harrison,SG,26,CHI,43,10,484,77,165,0.467,16,42,0.381,61,123,0.496,0.515,39,50,0.78,22,64,86,49,34,19,19,55,209
19-20,Josh,Hart,SF,24,NOP,65,16,1755,225,532,0.423,121,354,0.342,104,178,0.584,0.537,85,115,0.739,61,364,425,108,63,23,75,160,656
19-20,Isaiah,Hartenstein,C,21,HOU,23,2,266,44,67,0.657,0,5,0,44,62,0.71,0.657,19,28,0.679,29,61,90,18,9,12,16,41,107
19-20,Udonis,Haslem,C,39,MIA,4,1,44,4,11,0.364,1,3,0.333,3,8,0.375,0.409,3,4,0.75,1,15,16,1,0,0,1,6,12
19-20,Jaxson,Hayes,C,19,NOP,64,14,1080,174,259,0.672,1,4,0.25,173,255,0.678,0.674,123,190,0.647,97,162,259,56,26,55,53,161,472
19-20,Gordon,Hayward,SF,29,BOS,52,52,1740,350,700,0.5,85,222,0.383,265,478,0.554,0.561,124,145,0.855,55,293,348,212,38,22,96,96,909
19-20,John,Henson,C,29,TOT,40,8,600,95,171,0.556,8,36,0.222,87,135,0.644,0.579,23,46,0.5,46,116,162,54,24,42,36,78,221
19-20,John,Henson,C,29,CLE,29,2,412,61,120,0.508,6,31,0.194,55,89,0.618,0.533,17,33,0.515,32,82,114,43,16,32,21,55,145
19-20,John,Henson,C,29,DET,11,6,188,34,51,0.667,2,5,0.4,32,46,0.696,0.686,6,13,0.462,14,34,48,11,8,10,15,23,76
19-20,Dewan,Hernandez,C,23,TOR,6,0,28,5,14,0.357,1,2,0.5,4,12,0.333,0.393,3,5,0.6,5,9,14,3,1,0,3,6,14
19-20,Juancho,Hernangómez,PF,24,TOT,48,14,833,100,247,0.405,44,129,0.341,56,118,0.475,0.494,44,71,0.62,43,154,197,40,19,9,32,64,288
19-20,Juancho,Hernangómez,PF,24,DEN,34,0,422,38,110,0.345,15,60,0.25,23,50,0.46,0.414,16,25,0.64,24,71,95,22,5,5,18,29,107
19-20,Juancho,Hernangómez,PF,24,MIN,14,14,411,62,137,0.453,29,69,0.42,33,68,0.485,0.558,28,46,0.609,19,83,102,18,14,4,14,35,181
19-20,Willy,Hernangómez,C,25,CHO,31,0,375,74,139,0.532,5,22,0.227,69,117,0.59,0.55,37,59,0.627,43,91,134,29,10,7,30,32,190
19-20,Tyler,Herro,SG,20,MIA,55,8,1508,270,631,0.428,116,298,0.389,154,333,0.462,0.52,87,100,0.87,16,208,224,121,34,9,87,76,743
19-20,Kevin,Hervey,PF,23,OKC,10,0,52,7,27,0.259,3,20,0.15,4,7,0.571,0.315,0,0,,1,11,12,5,1,1,0,4,17
19-20,Mario,Hezonja,PF,24,POR,53,4,871,92,218,0.422,24,78,0.308,68,140,0.486,0.477,48,59,0.814,30,154,184,50,36,9,42,107,256
19-20,Buddy,Hield,SG,27,SAC,72,44,2216,498,1162,0.429,271,688,0.394,227,474,0.479,0.545,115,136,0.846,57,271,328,213,66,17,168,165,1382
19-20,George,Hill,PG,33,MIL,59,2,1271,194,376,0.516,81,176,0.46,113,200,0.565,0.624,85,101,0.842,50,127,177,180,47,5,57,84,554
19-20,Solomon,Hill,PF,28,TOT,59,4,1088,110,278,0.396,63,171,0.368,47,107,0.439,0.509,40,54,0.741,29,136,165,104,43,12,51,85,323
19-20,Solomon,Hill,PF,28,MEM,48,3,901,96,233,0.412,56,147,0.381,40,86,0.465,0.532,26,38,0.684,24,120,144,94,31,7,40,73,274
19-20,Solomon,Hill,PF,28,MIA,11,1,187,14,45,0.311,7,24,0.292,7,21,0.333,0.389,14,16,0.875,5,16,21,10,12,5,11,12,49
19-20,Jaylen,Hoard,PF,20,POR,13,0,103,15,32,0.469,0,3,0,15,29,0.517,0.469,8,13,0.615,14,18,32,4,5,0,4,12,38
19-20,Aaron,Holiday,PG,23,IND,66,33,1617,233,563,0.414,87,221,0.394,146,342,0.427,0.491,74,87,0.851,22,134,156,225,55,16,88,120,627
19-20,Jrue,Holiday,SG,29,NOP,61,61,2117,458,1006,0.455,122,346,0.353,336,660,0.509,0.516,129,182,0.709,77,216,293,408,99,48,184,145,1167
19-20,Justin,Holiday,SF,30,IND,73,6,1826,208,486,0.428,134,331,0.405,74,155,0.477,0.566,53,67,0.791,32,206,238,93,87,46,44,137,603
19-20,Rondae,Hollis-Jefferson,PF,25,TOR,60,6,1122,155,329,0.471,3,23,0.13,152,306,0.497,0.476,105,143,0.734,110,173,283,106,46,23,59,115,418
19-20,Richaun,Holmes,C,26,SAC,44,38,1242,223,344,0.648,0,0,,223,344,0.648,0.648,93,118,0.788,127,231,358,42,41,56,52,169,539
19-20,Rodney,Hood,SF,27,POR,21,21,619,87,172,0.506,35,71,0.493,52,101,0.515,0.608,21,27,0.778,10,62,72,32,17,4,19,46,230
19-20,Al,Horford,C,33,PHI,67,61,2025,319,709,0.45,99,283,0.35,220,426,0.516,0.52,61,80,0.763,103,353,456,270,52,61,80,142,798
19-20,Talen,Horton-Tucker,SG,19,LAL,6,1,81,14,30,0.467,4,13,0.308,10,17,0.588,0.533,2,4,0.5,2,5,7,6,8,1,6,10,34
19-20,Danuel,House,SF,26,HOU,63,52,1913,230,539,0.427,129,355,0.363,101,184,0.549,0.546,73,90,0.811,57,210,267,85,67,34,54,132,662
19-20,Dwight,Howard,C,34,LAL,69,2,1306,202,277,0.729,3,5,0.6,199,272,0.732,0.735,110,214,0.514,172,335,507,45,31,79,84,222,517
19-20,William,Howard,PF,26,HOU,2,0,13,0,4,0,0,4,0,0,0,,0,0,0,,0,2,2,1,0,0,1,1,0
19-20,Kevin,Huerter,SG,21,ATL,56,48,1760,252,610,0.413,127,334,0.38,125,276,0.453,0.517,53,64,0.828,35,193,228,213,51,27,87,139,684
19-20,De'Andre,Hunter,SF,22,ATL,63,62,2018,280,683,0.41,108,304,0.355,172,379,0.454,0.489,110,144,0.764,44,242,286,112,44,18,103,182,778
19-20,Chandler,Hutchison,SF,23,CHI,28,10,527,80,175,0.457,12,38,0.316,68,137,0.496,0.491,46,78,0.59,18,90,108,26,27,7,27,47,218
19-20,Serge,Ibaka,C,30,TOR,55,27,1485,343,670,0.512,70,182,0.385,273,488,0.559,0.564,89,124,0.718,114,338,452,77,28,46,109,153,845
19-20,Andre,Iguodala,SF,36,MIA,21,0,418,38,88,0.432,14,47,0.298,24,41,0.585,0.511,6,15,0.4,17,61,78,51,14,21,26,35,96
19-20,Ersan,?lyasova,PF,32,MIL,63,8,986,146,313,0.466,50,137,0.365,96,176,0.545,0.546,72,87,0.828,62,240,302,49,24,17,34,95,414
19-20,Joe,Ingles,PF,32,UTA,72,45,2137,246,553,0.445,141,353,0.399,105,200,0.525,0.572,74,94,0.787,27,251,278,373,65,11,142,154,707
19-20,Brandon,Ingram,PF,22,NOP,62,62,2104,507,1096,0.463,150,384,0.391,357,712,0.501,0.531,313,368,0.851,51,329,380,259,61,38,189,179,1477
19-20,Kyrie,Irving,PG,27,BRK,20,20,658,199,416,0.478,56,142,0.394,143,274,0.522,0.546,94,102,0.922,22,81,103,128,27,10,52,53,548
19-20,Jonathan,Isaac,PF,22,ORL,34,32,980,156,332,0.47,32,94,0.34,124,238,0.521,0.518,60,77,0.779,58,173,231,48,53,78,49,83,404
19-20,Wes,Iwundu,SF,25,ORL,52,21,953,97,233,0.416,28,82,0.341,69,151,0.457,0.476,78,97,0.804,24,107,131,60,25,13,26,80,300
19-20,Frank,Jackson,PG,21,NOP,59,2,797,134,331,0.405,47,144,0.326,87,187,0.465,0.476,56,75,0.747,22,61,83,61,17,4,49,77,371
19-20,Jaren,Jackson,C,20,MEM,57,57,1622,353,753,0.469,145,368,0.394,208,385,0.54,0.565,139,186,0.747,55,207,262,78,40,92,99,232,990
19-20,Josh,Jackson,SF,22,MEM,22,0,381,70,159,0.44,23,72,0.319,47,87,0.54,0.513,35,50,0.7,11,55,66,35,18,9,28,40,198
19-20,Justin,Jackson,PF,24,DAL,65,3,1045,135,341,0.396,48,163,0.294,87,178,0.489,0.466,42,50,0.84,27,127,154,52,15,10,14,69,360
19-20,Reggie,Jackson,PG,29,TOT,31,16,743,134,326,0.411,57,145,0.393,77,181,0.425,0.498,45,54,0.833,17,75,92,126,13,5,51,59,370
19-20,Reggie,Jackson,PG,29,DET,14,10,381,76,198,0.384,31,82,0.378,45,116,0.388,0.462,26,33,0.788,11,30,41,72,8,1,23,21,209
19-20,Reggie,Jackson,PG,29,LAC,17,6,362,58,128,0.453,26,63,0.413,32,65,0.492,0.555,19,21,0.905,6,45,51,54,5,4,28,38,161
19-20,Justin,James,SF,23,SAC,36,0,232,35,84,0.417,9,29,0.31,26,55,0.473,0.47,10,21,0.476,6,26,32,18,6,9,8,17,89
19-20,LeBron,James,PG,35,LAL,67,67,2316,643,1303,0.493,148,425,0.348,495,878,0.564,0.55,264,381,0.693,66,459,525,684,78,36,261,118,1698
19-20,Amile,Jefferson,PF,26,ORL,18,0,74,5,14,0.357,0,0,,5,14,0.357,0.357,5,14,0.357,10,13,23,4,1,3,3,7,15
19-20,DaQuan,Jeffries,SG,22,SAC,13,0,141,20,40,0.5,5,18,0.278,15,22,0.682,0.563,5,6,0.833,3,15,18,7,4,1,2,19,50
19-20,Ty,Jerome,SG,22,PHO,31,0,328,38,113,0.336,14,50,0.28,24,63,0.381,0.398,12,16,0.75,7,39,46,44,15,3,18,29,102
19-20,Alize,Johnson,PF,23,IND,17,1,118,12,29,0.414,3,8,0.375,9,21,0.429,0.466,7,10,0.7,16,32,48,7,3,2,7,12,34
19-20,B.J.,Johnson,SF,24,ORL,10,0,83,9,32,0.281,3,9,0.333,6,23,0.261,0.328,9,10,0.9,3,12,15,3,3,0,6,3,30
19-20,Cameron,Johnson,PF,23,PHO,57,9,1255,176,405,0.435,106,272,0.39,70,133,0.526,0.565,46,57,0.807,49,138,187,69,36,20,32,88,504
19-20,James,Johnson,PF-C,32,TOT,32,1,619,103,215,0.479,33,91,0.363,70,124,0.565,0.556,31,48,0.646,25,93,118,74,25,32,48,80,270
19-20,James,Johnson,PF,32,MIA,18,0,281,39,87,0.448,16,45,0.356,23,42,0.548,0.54,8,14,0.571,8,44,52,21,6,13,15,34,102
19-20,James,Johnson,C,32,MIN,14,1,338,64,128,0.5,17,46,0.37,47,82,0.573,0.566,23,34,0.676,17,49,66,53,19,19,33,46,168
19-20,Keldon,Johnson,SF,20,SAS,17,1,301,53,89,0.596,13,22,0.591,40,67,0.597,0.669,35,44,0.795,10,47,57,15,14,2,13,28,154
19-20,Stanley,Johnson,PF,23,TOR,25,0,150,22,59,0.373,7,24,0.292,15,35,0.429,0.432,9,16,0.563,7,30,37,20,6,4,15,16,60
19-20,Tyler,Johnson,PG-SG,27,TOT,39,7,709,97,250,0.388,38,119,0.319,59,131,0.45,0.464,42,50,0.84,18,58,76,74,16,9,29,58,274
19-20,Tyler,Johnson,PG,27,PHO,31,3,515,65,171,0.38,24,83,0.289,41,88,0.466,0.45,24,32,0.75,10,42,52,50,12,8,24,43,178
19-20,Tyler,Johnson,SG,27,BRK,8,4,194,32,79,0.405,14,36,0.389,18,43,0.419,0.494,18,18,1,8,16,24,24,4,1,5,15,96
19-20,Nikola,Joki?,C,24,DEN,73,73,2336,565,1071,0.528,80,255,0.314,485,816,0.594,0.565,246,301,0.817,166,545,711,512,85,44,226,222,1456
19-20,Damian,Jones,C,24,ATL,55,27,887,121,178,0.68,2,9,0.222,119,169,0.704,0.685,62,84,0.738,74,132,206,35,26,40,28,149,306
19-20,Derrick,Jones,SF,22,MIA,59,16,1375,184,349,0.527,37,132,0.28,147,217,0.677,0.58,95,123,0.772,66,167,233,62,58,38,30,130,500
19-20,Tyus,Jones,PG,23,MEM,65,6,1232,197,429,0.459,47,124,0.379,150,305,0.492,0.514,43,58,0.741,9,94,103,285,59,6,55,44,484
19-20,DeAndre,Jordan,C,31,BRK,56,6,1234,191,287,0.666,0,0,,191,287,0.666,0.666,83,122,0.68,141,420,561,105,18,52,74,114,465
19-20,Cory,Joseph,PG,28,SAC,72,26,1759,171,412,0.415,56,159,0.352,115,253,0.455,0.483,60,70,0.857,44,144,188,251,53,21,80,133,458
19-20,Mfiondu,Kabengele,C,22,LAC,12,0,64,14,32,0.438,9,20,0.45,5,12,0.417,0.578,5,5,1,1,10,11,2,2,2,2,9,42
